Response ID,Mongo ID,Session ID,Status,Created At,Updated At,Has GPS,Has AC,AudioRecording Exists,AudioRecording.audioUrl,Metadata.audioUrl
c6baeb3a-ce32-45af-be46-afccadb4a1c3,6959511cdef5b214aa47607c,4248b310-cc98-40a3-8f03-dea3a890ab04,Pending_Approval,2026-01-03T17:25:49.000Z,2026-01-03T17:25:49.005Z,Yes,Yes,Yes,,
55e1c2b3-cdc0-41cb-bcae-99b1c21189f2,695950bb945c9e621dd0951f,2176c9ab-5663-4f84-b94b-4246376dfec7,Pending_Approval,2026-01-03T17:24:11.920Z,2026-01-03T17:24:11.924Z,Yes,Yes,Yes,,
58a14f3d-1b84-4925-81aa-0b0b98034a5b,69594c3bb44f4bd60c8c791d,a690add1-7da4-47c3-9023-255c8d447935,Pending_Approval,2026-01-03T17:04:59.911Z,2026-01-03T17:04:59.922Z,Yes,Yes,Yes,,
3e35cc9c-a4be-4f99-9ee4-56433fb7ce60,6959463abac7eccd2553a3c4,b8474903-4a68-4984-aaa6-d2cd31911b9b,Pending_Approval,2026-01-03T16:39:22.253Z,2026-01-03T18:32:58.320Z,Yes,Yes,Yes,,
3c0e4b64-8880-443d-aa55-20e055d80922,6959448bdbe64785aeddd62e,86627dfb-e805-4e56-9b9f-a97dd6c10370,Pending_Approval,2026-01-03T16:32:11.478Z,2026-01-03T16:32:11.483Z,Yes,Yes,Yes,,
1f49af78-0e40-4437-b752-8cf25b80e3ba,695942006a010555aa51262e,374f4743-260a-4d9d-abbe-d54f279e38ca,Pending_Approval,2026-01-03T16:21:20.804Z,2026-01-03T16:21:20.810Z,Yes,Yes,Yes,,
355c1812-49a4-4175-9bd7-6ba03258fbc8,695941c311f7601bd91fb1a1,4827f222-04ec-4b12-a014-f8d86ac00422,Pending_Approval,2026-01-03T16:20:19.145Z,2026-01-03T16:20:19.150Z,Yes,Yes,Yes,,
e2340d65-51f9-40b9-864a-ceff8529d9e0,695927a42b51ee26df6ebaed,d8c59bb3-4e40-43a3-849d-8e71a86a50bd,Pending_Approval,2026-01-03T14:28:52.113Z,2026-01-03T14:28:52.116Z,No,Yes,Yes,,
1e026863-4fbc-4a6e-bf15-6205fb222c42,695926c5a2a171e269b07766,48b2ac8e-da2c-4844-8104-a94a8eac14c0,Pending_Approval,2026-01-03T14:25:09.194Z,2026-01-03T14:25:09.200Z,Yes,Yes,Yes,,
4e5ae157-233e-4878-88b5-34aa6cc5046f,6959268e47116fe87d58aed3,08fc1240-9d44-4b62-83ac-26241162e6fc,Pending_Approval,2026-01-03T14:24:14.897Z,2026-01-03T14:24:14.906Z,No,Yes,Yes,,
52c52eb7-54c8-4907-b979-c734162c410a,6959266539ded85d37f587d4,b9309d2f-765f-49e4-a2ff-af3d0fbdac0d,Pending_Approval,2026-01-03T14:23:33.393Z,2026-01-03T14:23:33.397Z,Yes,Yes,Yes,,
1ffd0b46-424e-4e10-947f-84260effc7bd,69592549e3a07950a9ea63bd,81e095d1-3245-4199-a11d-bb8e71f827c2,Pending_Approval,2026-01-03T14:18:49.655Z,2026-01-03T18:33:14.009Z,No,Yes,Yes,,
7abca5f7-6f25-4566-a5f4-944ff0ba5bc1,6959252a7828942ebbc6e8ad,5ce26567-152c-4acd-bf1d-97a5ed5b3b4b,Pending_Approval,2026-01-03T14:18:18.393Z,2026-01-03T14:18:18.400Z,Yes,Yes,Yes,,
e6a68784-859d-48db-8d79-108d4ac02caa,695924e0e8e830714384c9bd,c2173033-0cb5-40cd-a814-ac789df59c02,Pending_Approval,2026-01-03T14:17:04.162Z,2026-01-03T14:17:04.167Z,Yes,Yes,Yes,,
b09dfbe4-de29-43ff-a315-9ed38fe8256f,695924971b951751feb56605,8ffb16e1-dc4c-4ac8-aae9-c9faf68c23d2,Pending_Approval,2026-01-03T14:15:51.965Z,2026-01-03T14:15:51.970Z,No,Yes,Yes,,
127b5904-4c51-4b12-a36e-d183912f0df6,695924228538888aef63877a,ec6c9b79-caa4-44dc-91fb-598ffd3dc23c,Pending_Approval,2026-01-03T14:13:54.883Z,2026-01-03T14:13:54.887Z,Yes,Yes,Yes,,
bb9f92cf-a3f3-4d43-a4f1-0a0fde68902f,695923ffff28b0f600329961,e244e78e-8cd5-423c-b0d0-03d8a650fb79,Pending_Approval,2026-01-03T14:13:19.622Z,2026-01-03T14:13:19.628Z,No,Yes,Yes,,
a29f23b8-a60d-4b81-9f0c-34df35d48199,695923e8d7ae69c1fb3e90ab,1a7d322a-a0a3-4958-9a9f-3b3dc467bf89,Pending_Approval,2026-01-03T14:12:56.511Z,2026-01-03T14:12:56.514Z,Yes,Yes,Yes,,
39408f98-efc0-4bc4-9f1a-e2461c2bd5d6,69592111b3eb44c92b31c6fc,851dbc99-5778-4101-9291-acf5e33b60f5,Pending_Approval,2026-01-03T14:00:49.388Z,2026-01-03T14:00:49.395Z,Yes,Yes,Yes,,
2fdd3d8b-8e57-45ab-8e09-6fd35cf012ba,695920a32c1e94c43ba749f2,0e1b3728-e4cc-435f-8d49-7a1537cea968,Pending_Approval,2026-01-03T13:58:59.769Z,2026-01-03T18:33:35.268Z,No,Yes,Yes,,
4d0a35ab-b79c-4973-b017-7dde8295979d,69591e5a92d5a3b50d2a50e8,14f15ffa-c0a7-4c35-85dc-49dfa35e4eb2,Pending_Approval,2026-01-03T13:49:14.408Z,2026-01-03T13:49:14.412Z,Yes,Yes,Yes,,
762b148a-9f85-4b3e-a702-607fe69d645e,69591e3067bf9258a66bed39,20c769db-1d47-433a-8b56-af6ea55bdcf3,Pending_Approval,2026-01-03T13:48:32.175Z,2026-01-03T13:48:32.180Z,Yes,Yes,Yes,,
ed56eed1-161f-4de7-a4bc-d499d309df4a,69591be2db1a48a9f096645a,4e3af104-3e03-439e-8202-4ab566a0523d,Pending_Approval,2026-01-03T13:38:42.727Z,2026-01-03T13:38:42.732Z,No,Yes,Yes,,
c0ea0c47-74fc-4ae8-b542-d675f2a2a3c8,69591b3af7f4f21aab5d7fb0,fb8fee0d-6873-4a1f-b9a1-23eec0461817,Pending_Approval,2026-01-03T13:35:54.458Z,2026-01-03T13:35:54.464Z,Yes,Yes,Yes,,
48d9f659-d244-47ae-9b7f-1c5bab23f097,69591b340825610c6efeb86f,4e636349-d57b-476a-b2a2-e688b68455b0,Pending_Approval,2026-01-03T13:35:48.423Z,2026-01-03T13:35:48.426Z,Yes,Yes,Yes,,
0807f7ad-4163-4d2e-ad30-f552985cdf2b,69591a592bc0adf5366914c6,c6545524-c5c1-4de6-8fb4-b2a15bf905d1,Pending_Approval,2026-01-03T13:32:09.899Z,2026-01-03T18:30:09.150Z,Yes,Yes,Yes,,
ee602fb1-8acd-4d39-a49a-57c7f4d3765a,69591a4716ac9c31d84974e5,28d6c80c-e8a9-4dbb-a9c1-b47165eb9cc2,Pending_Approval,2026-01-03T13:31:51.697Z,2026-01-03T13:31:51.701Z,No,Yes,Yes,,
1f9e74f9-57f0-4b89-a67b-9de66b33300d,69591a246265200e479bebb5,b139f0b9-5b49-403f-bd42-6be697a56da9,Pending_Approval,2026-01-03T13:31:16.558Z,2026-01-03T13:31:16.589Z,No,Yes,Yes,,
452130cd-93be-491e-b004-69a738f21174,69591a08dd3fcd0630e36e8d,8b228d30-a52f-4666-8967-3c52cd62bc8f,Pending_Approval,2026-01-03T13:30:48.948Z,2026-01-03T13:30:48.951Z,Yes,Yes,Yes,,
ea41ecb8-562e-4c49-962a-8d0baa3cbd0a,69591a01dd3fcd0630e367f0,76d3f150-8328-4399-90b7-c17e0e20ab65,Pending_Approval,2026-01-03T13:30:41.312Z,2026-01-03T13:30:41.315Z,Yes,Yes,Yes,,
9e87bf76-5fee-4443-9107-2f24ad5ac50c,695919e99c30e0dc6a9e5c12,5f823817-0ef0-4461-9924-e0826485daf9,Pending_Approval,2026-01-03T13:30:17.151Z,2026-01-03T13:30:17.163Z,Yes,Yes,Yes,,
df25a096-89ed-45be-8bff-0c4d051c9245,695919cee5f889283f616bc7,9a29ceda-b4ac-4d96-b8fe-8b410481bbca,Pending_Approval,2026-01-03T13:29:50.410Z,2026-01-03T13:58:28.682Z,No,Yes,Yes,,
231fde9f-a830-4bae-8eed-31ee355e235b,6959199c32e93e8fdb6803ff,9f5d23d3-77bd-4439-b72f-b842a60d2422,Pending_Approval,2026-01-03T13:29:00.885Z,2026-01-03T13:29:00.917Z,No,Yes,Yes,,
1399fd1c-d44e-40d1-a2ae-851fe048f374,6959197fea917c37aa1d68b4,327861b3-ff1d-45e6-8bcd-ba89f5ed78c9,Pending_Approval,2026-01-03T13:28:31.815Z,2026-01-03T18:33:20.415Z,No,Yes,Yes,,
26a92ede-90d9-400c-84cc-cd8bb33653e4,695919611b193fee80b745d2,c713a58e-a05f-41cf-ab14-048a971cc05e,Pending_Approval,2026-01-03T13:28:01.536Z,2026-01-03T13:28:01.545Z,Yes,Yes,Yes,,
9c355ffe-c2fc-4af9-aaa4-697ecf479592,6959195c1b193fee80b738bf,b6f4104c-96e8-4c65-a4ed-7ed064fc718c,Pending_Approval,2026-01-03T13:27:56.599Z,2026-01-03T18:33:35.268Z,No,Yes,Yes,,
492e51d4-9de3-43ee-b240-61b5da88fc6d,6959195713b073e6ecc2ada6,071db026-8bb2-4d49-822b-5355d2786d80,Pending_Approval,2026-01-03T13:27:52.028Z,2026-01-03T13:27:52.046Z,Yes,Yes,Yes,,
0c22333e-9b19-49c4-8c02-01f38785255a,6959194fea917c37aa1d4e68,4e2762a6-db64-4b82-bff9-998389cc963b,Pending_Approval,2026-01-03T13:27:43.603Z,2026-01-03T13:27:43.612Z,Yes,Yes,Yes,,
63bbd926-8549-400e-bbf6-2b6566a24063,69591912a492ecf44c1b4fd1,ea456e52-1c8b-47ea-8fab-5397bd0387af,Pending_Approval,2026-01-03T13:26:42.156Z,2026-01-03T13:26:42.161Z,No,Yes,Yes,,
d25f5e1c-2098-4311-85fc-d64694bed0e6,695918f7b27b17a12465bdf3,d46c036a-68d4-4639-a378-c04d837365e6,Pending_Approval,2026-01-03T13:26:15.925Z,2026-01-03T13:26:15.940Z,Yes,Yes,Yes,,
13c611fd-aeb0-4ee4-927c-f99aab9c6efc,695918c2e92d5f17e40725b7,f497c52a-01d3-41ab-ac91-e4b3618e441a,Pending_Approval,2026-01-03T13:25:22.857Z,2026-01-03T13:25:22.862Z,Yes,Yes,Yes,,
731cbfee-bb0f-431d-9b49-0d79741a7983,695918bd38c290955f7dacb0,7ee093d2-6b38-4b24-ae9f-3602d4adc815,Pending_Approval,2026-01-03T13:25:17.599Z,2026-01-03T13:25:17.606Z,Yes,Yes,Yes,,
2b5dfd2f-1087-4a17-a565-ff244a9c86c1,6959184a1ee15ae7e96c6577,2ad4fb2a-4148-4fe5-94bf-7209824d0aed,Pending_Approval,2026-01-03T13:23:22.450Z,2026-01-03T13:23:22.454Z,Yes,Yes,Yes,,
3b7a0cd6-4635-4577-9d76-18210e211830,6959182265d75bcf8aad5fc7,ceaed744-d9d5-4a83-a20a-f1f27cd556d4,Pending_Approval,2026-01-03T13:22:42.875Z,2026-01-03T13:22:42.878Z,Yes,Yes,Yes,,
54da2acf-c017-4c37-818e-b61c2bf9a18a,6959181065d75bcf8aad3e06,8a95b7c7-009b-4efd-a6af-8d2683e593df,Pending_Approval,2026-01-03T13:22:24.836Z,2026-01-03T13:22:24.840Z,Yes,Yes,Yes,,
48b0aa6e-19aa-43ab-8ed2-8fd57748933a,695917fd8d0f1015a66ea024,c679c4ae-e25e-4791-a9d2-260f1f6bfdcc,Pending_Approval,2026-01-03T13:22:05.759Z,2026-01-03T13:22:05.763Z,Yes,Yes,Yes,,
0f41d7b6-5c79-4269-ba4f-81ef68c9418a,695917d2a5159f780263f692,offline_1767446447203_cug4r8dtx,Pending_Approval,2026-01-03T13:21:22.862Z,2026-01-03T13:21:22.867Z,Yes,Yes,Yes,,
93151037-80c0-4440-af4e-a36e2e7cc821,695917c94a2afc8b023ade57,46f65e91-3c22-46c6-ae70-9283998ec0eb,Pending_Approval,2026-01-03T13:21:13.758Z,2026-01-03T15:15:33.467Z,No,Yes,Yes,,
a53b13fb-6991-4b83-8d30-78b627d6c9c2,69591797dcb56f9b7bc20dc0,0b26da37-f098-427d-8565-0d99b8ed5fd1,Pending_Approval,2026-01-03T13:20:23.543Z,2026-01-03T13:20:23.547Z,Yes,Yes,Yes,,
654c46ac-2aca-4b5f-b649-95ab77ecaaf1,695917840ca291ff41f0a763,1c5958ef-2ba6-4cff-8685-0a4c83ca160f,Pending_Approval,2026-01-03T13:20:04.750Z,2026-01-03T13:20:04.753Z,Yes,Yes,Yes,,
66d117e3-43ba-467e-879a-6044b715c274,695916e4456245d21096afe1,ab159c0d-116e-4112-bd5c-37e11efa824f,Pending_Approval,2026-01-03T13:17:24.206Z,2026-01-03T13:17:24.209Z,Yes,Yes,Yes,,
f1c99812-f435-4439-ac73-a429338cefbf,695916ce456245d21096820f,6805c20c-2c45-4d72-87e2-ffb733874220,Pending_Approval,2026-01-03T13:17:02.633Z,2026-01-03T18:33:35.268Z,Yes,Yes,Yes,,
57c719d0-9cee-4b4f-ad5b-e13325e0aa96,695916ca7d069b863e222d92,93e7fa1b-1c52-4a6f-ad43-935bce857a7a,Pending_Approval,2026-01-03T13:16:58.328Z,2026-01-03T13:16:58.366Z,No,Yes,Yes,,
d210113a-2c32-49d8-82ba-78154c8b7536,695916c2fe5b3e64a648e349,3df9dee3-4cd9-49c8-a988-951a43a2efbd,Pending_Approval,2026-01-03T13:16:50.631Z,2026-01-03T13:16:50.635Z,Yes,Yes,Yes,,
92e8f051-9eb4-4c47-9857-fe4fcbe99f49,6959166fb47fe3b6f6050095,eb19b576-7643-4d5f-a165-09fed685ad8e,Pending_Approval,2026-01-03T13:15:27.950Z,2026-01-03T13:15:27.954Z,No,Yes,Yes,,
39d2774a-ff61-4791-90d9-c58c435c38b8,6959165f98b886cce095ba49,b2c09023-e56c-41ff-8196-9099c4c4631b,Pending_Approval,2026-01-03T13:15:11.109Z,2026-01-03T13:15:11.115Z,Yes,Yes,Yes,,
0945f304-1974-4ad1-91fa-849497fd2763,695916291266d9ad8ba0becd,9556989f-b7b6-43f2-8e79-0c9931a9303b,Pending_Approval,2026-01-03T13:14:17.565Z,2026-01-03T18:33:14.009Z,No,Yes,Yes,,
55b7fdf7-04d0-4658-b34c-16ea30f9d63a,695915de87750e378eb23f9e,b5f947a2-5303-4a61-ad30-4ad7500e64f4,Pending_Approval,2026-01-03T13:13:02.213Z,2026-01-03T13:13:02.218Z,Yes,Yes,Yes,,
389a10c3-fd05-4e34-ae2d-529520a680b2,695915d576fade4ea5a7ee6d,9d1a803e-3fe8-4b5e-bf46-d4b63ff9ba61,Pending_Approval,2026-01-03T13:12:53.708Z,2026-01-03T13:12:53.712Z,Yes,Yes,Yes,,
